continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
Europe,Bachelor's,Y,Y,3083,West,47468.14,Year,Y,1,18
Asia,Doctorate,Y,N,2220,Northeast,41018.57,Year,Y,0,11
Asia,Bachelor's,N,Y,113,South,116120.04,Year,Y,0,34
Asia,High School,Y,N,2132,South,93347.7,Year,Y,0,61
Asia,Master's,N,N,718,Midwest,127925.01,Year,Y,0,22
Asia,Bachelor's,N,Y,3891,South,45860.87,Year,Y,0,92
Asia,High School,Y,N,2713,Midwest,66942.48,Year,Y,0,29
Asia,High School,Y,N,961,South,41650.15,Year,Y,0,18
Europe,Doctorate,N,N,1685,West,23911.18,Year,Y,0,16
Asia,Doctorate,N,Y,1405,South,110302.99,Year,Y,0,13
Asia,Master's,Y,N,5084,South,50088.37,Year,N,0,18
Asia,High School,Y,N,2433,West,129666.34,Year,Y,1,34
Asia,Bachelor's,Y,N,1690,West,44230.02,Year,Y,0,27
North America,Bachelor's,N,N,1399,Northeast,89379.99,Year,Y,0,185
Asia,Bachelor's,N,Y,765,West,39030.65,Year,Y,0,23
Asia,Master's,N,N,3362,South,57872.65,Year,N,0,30
South America,Master's,N,N,2507,South,113381.58,Year,Y,0,42
Asia,Bachelor's,N,N,1575,West,90268.22,Year,Y,1,19
Asia,Doctorate,N,N,3326,Northeast,38694.74,Year,Y,1,84
Asia,Master's,Y,N,490,South,189361.4,Year,N,0,22
Africa,Bachelor's,N,N,3402,Northeast,94270.24,Year,Y,1,94
Asia,High School,N,N,4132,South,103819.7,Year,Y,1,18
Asia,High School,N,N,200,Northeast,109914.11,Year,Y,1,35
Europe,Bachelor's,Y,N,200,Midwest,1114.48,Year,Y,0,10
Asia,Bachelor's,N,N,12,South,53879.06,Year,Y,1,14
Europe,Master's,Y,N,569,West,39535.35,Year,Y,0,13
Europe,Master's,N,N,1424,South,130136.12,Year,N,0,16
Asia,Master's,Y,N,2582,Midwest,97048.91,Year,Y,0,22
Asia,High School,N,N,76,Midwest,99352.19,Year,Y,1,34
Asia,Bachelor's,N,N,3862,South,238165.9,Year,Y,0,34
Asia,Master's,N,N,2536,Midwest,113688.07,Year,Y,0,100
Europe,Doctorate,Y,Y,929,West,45826.06,Year,Y,1,13
Europe,Master's,N,N,900,South,172729.36,Year,Y,0,37
Asia,Master's,Y,N,1053,Midwest,121813.58,Year,Y,0,43
Asia,Master's,Y,N,4451,Northeast,64844.44,Year,Y,0,19
North America,Bachelor's,Y,N,5134,West,40349.71,Year,Y,1,23
North America,Bachelor's,Y,N,2403,Northeast,136911.13,Year,Y,1,33
Asia,High School,Y,Y,1256,South,104509.0,Year,Y,0,104
Asia,Bachelor's,Y,N,1601,Midwest,113.49,Hour,Y,1,27
North America,Master's,Y,N,1612,South,75922.08,Year,N,0,32
Europe,Master's,N,N,516,Northeast,80985.43,Year,Y,0,17
Asia,Bachelor's,N,N,1118,Midwest,105971.72,Year,N,0,18
Oceania,Master's,N,N,2450,Northeast,126597.1,Year,Y,1,24
Asia,High School,N,N,3824,Northeast,98225.26,Year,N,1,36
Asia,Bachelor's,Y,N,280,Northeast,147720.14,Year,Y,0,23
North America,Master's,N,Y,1664,South,121085.47,Year,Y,0,19
Africa,Master's,Y,N,1011,Northeast,50418.09,Year,Y,0,10
Asia,Master's,N,N,346,Northeast,57972.3,Year,Y,0,28
Europe,Bachelor's,N,N,106610,South,12653.6,Year,Y,0,73
Asia,Bachelor's,Y,N,3193,West,658.0041,Hour,Y,1,77
Asia,Master's,Y,N,1687,Northeast,90666.71,Year,Y,1,13
Asia,Master's,N,N,1309,West,144503.5,Year,N,0,18
Asia,Doctorate,Y,N,519,Northeast,46491.94,Year,Y,0,16
Asia,Master's,Y,N,2759,Midwest,126895.3,Year,Y,0,39
Asia,High School,Y,N,1760,South,172838.68,Year,Y,1,38
Asia,Master's,Y,N,927,Midwest,34895.62,Year,Y,0,23
Asia,Bachelor's,N,N,1385,South,53925.14,Year,Y,0,55
Asia,Master's,N,N,3942,South,131.8251,Hour,Y,0,9
South America,Master's,Y,N,2377,Midwest,25656.16,Year,Y,0,200
Asia,Bachelor's,N,N,2357,Midwest,29254.71,Year,Y,1,17
Asia,Master's,N,N,2585,Midwest,124531.35,Year,Y,0,18
Asia,Master's,N,N,4959,South,140636.54,Year,N,0,20
North America,Bachelor's,N,N,110269,Northeast,42662.9,Year,Y,0,10
Asia,Master's,Y,N,3315,Northeast,128264.12,Year,Y,0,39
North America,Bachelor's,N,Y,1485,South,59976.48,Year,Y,0,9
Europe,Master's,Y,N,2009,Northeast,73810.32,Year,Y,0,90
Asia,Master's,N,N,1903,Midwest,63630.66,Year,Y,0,22
Asia,Bachelor's,Y,N,3013,Northeast,9225.26,Year,N,1,99
Asia,Bachelor's,N,N,1407,South,137.69,Hour,Y,0,29
Asia,Bachelor's,Y,N,1695,Midwest,76975.04,Year,Y,0,14
Asia,Bachelor's,N,N,2245,Midwest,181808.46,Year,Y,1,13
North America,Master's,Y,N,2206,Northeast,64686.17,Year,Y,0,12
Asia,Bachelor's,Y,N,1225,Midwest,115997.27,Year,Y,0,44
Asia,Master's,N,Y,4473,Northeast,163519.84,Year,Y,0,40
Asia,Master's,N,N,2550,Midwest,125840.4,Year,Y,0,28
Asia,Bachelor's,N,N,538,Midwest,51983.99,Year,Y,0,116
North America,Master's,Y,N,902,West,171819.54,Year,Y,0,114
Asia,Bachelor's,N,N,520,Northeast,55247.55,Year,Y,1,19
North America,Bachelor's,N,Y,241,Northeast,20211.1,Year,Y,1,29
North America,Doctorate,N,N,3426,Northeast,109513.82,Year,Y,0,20
North America,High School,Y,N,2902,Northeast,103929.6,Year,Y,0,31
Asia,Bachelor's,Y,N,1747,South,139734.32,Year,Y,0,24
Asia,Bachelor's,N,N,355,West,10852.78,Year,Y,0,25
Asia,Bachelor's,N,N,2545,Northeast,141597.87,Year,Y,1,95
Asia,Bachelor's,N,Y,37175,West,84087.66,Year,Y,0,10
North America,Bachelor's,Y,N,1423,South,62512.68,Year,Y,0,27
North America,Bachelor's,N,N,1214,Midwest,38808.64,Year,Y,0,12
Asia,Bachelor's,Y,Y,643,South,76138.64,Year,Y,0,37
Europe,Master's,Y,N,1750,Midwest,74163.97,Year,Y,0,28
Asia,High School,Y,N,4856,West,64569.96,Year,Y,0,48
North America,High School,N,N,63,Northeast,325.303,Hour,Y,0,56
Asia,High School,Y,N,4445,South,30135.72,Year,Y,1,90
Asia,Bachelor's,N,Y,-11,Northeast,108403.56,Year,Y,0,77
Asia,Bachelor's,Y,N,1095,South,41109.32,Year,Y,0,115
North America,Master's,Y,N,2151,Northeast,102680.8,Year,Y,0,11
North America,Bachelor's,Y,N,6211,Northeast,64576.49,Year,Y,0,40
Europe,Master's,Y,N,1709,West,58106.83,Year,Y,0,28
Asia,Bachelor's,Y,N,950,West,166003.71,Year,Y,0,24
Europe,Bachelor's,Y,N,1644,West,15766.71,Year,Y,1,16
Asia,Bachelor's,Y,N,2399,Northeast,110296.17,Year,Y,1,131
North America,Bachelor's,N,N,498,Island,99536.87,Year,Y,0,131
Asia,Doctorate,N,Y,2166,South,208373.95,Year,Y,0,29
Asia,Bachelor's,N,N,1297,Northeast,111951.16,Year,Y,0,13
Asia,Master's,N,N,4831,Northeast,136405.21,Year,N,0,176
Asia,High School,Y,N,950,Northeast,594.6598,Hour,Y,1,49
Asia,Master's,Y,N,1490,Northeast,172222.87,Year,Y,1,77
South America,Doctorate,Y,N,217,Northeast,104596.34,Year,Y,0,58
Asia,Master's,Y,N,2699,West,67054.84,Year,Y,0,37
Asia,Master's,Y,N,4411,Northeast,87019.13,Year,N,0,185
Asia,High School,N,N,1445,West,109517.41,Year,Y,1,17
Asia,Master's,Y,N,230,West,214629.56,Year,N,0,135
Asia,High School,Y,N,3500,Northeast,39651.53,Year,Y,1,33
Europe,High School,Y,N,5750,West,31307.94,Year,Y,1,75
Asia,Master's,N,N,693,Northeast,43741.96,Year,Y,0,132
Asia,Master's,N,N,1155,Midwest,85895.45,Year,Y,0,15
North America,Bachelor's,Y,N,6631,West,42608.5,Year,Y,0,30
North America,Bachelor's,Y,N,458,Northeast,127542.64,Year,Y,0,49
Asia,Bachelor's,Y,N,3297,Midwest,244813.07,Year,Y,0,33
Asia,Bachelor's,Y,N,880,Northeast,31806.41,Year,Y,0,26
Asia,Bachelor's,N,N,2182,West,29107.34,Year,Y,0,10
Asia,Master's,Y,N,3564,Midwest,100743.27,Year,Y,0,27
North America,Master's,N,N,372,Northeast,41360.33,Year,Y,1,13
Asia,Master's,Y,N,1048,Northeast,20197.99,Year,Y,0,36
Asia,Master's,N,N,236,Northeast,543.7154,Hour,Y,1,112
Europe,Bachelor's,N,N,2527,West,40125.84,Year,Y,0,25
Asia,Master's,Y,N,456,Midwest,45531.89,Year,Y,0,181
Europe,Bachelor's,N,Y,69276,Northeast,156609.94,Year,Y,1,17
Asia,Doctorate,Y,Y,2149,South,39231.99,Year,Y,0,19
Asia,Master's,Y,N,1316,Midwest,53807.61,Year,Y,0,18
Asia,High School,Y,N,3917,Midwest,76269.27,Year,Y,1,25
Europe,Bachelor's,Y,N,1739,Northeast,82980.03,Year,Y,0,168
Asia,Bachelor's,Y,N,1092,West,114236.12,Year,Y,1,9
Asia,High School,Y,N,4530,Northeast,72071.55,Year,Y,0,29
Asia,Master's,Y,N,1844,Northeast,51811.23,Year,Y,0,16
Europe,Master's,N,N,2324,South,49993.47,Year,Y,0,17
Asia,High School,Y,N,1908,West,45240.97,Year,Y,1,24
Asia,High School,Y,N,3968,South,139393.26,Year,N,0,123
Europe,Bachelor's,N,Y,10004,South,88113.67,Year,Y,0,52
South America,Master's,N,N,1683,West,162.92,Hour,Y,1,16
North America,High School,Y,N,6046,Midwest,95474.67,Year,N,0,16
Asia,Master's,Y,N,97,South,150107.26,Year,Y,0,20
Asia,Master's,Y,N,5136,South,52874.2,Year,Y,0,42
South America,Master's,Y,N,602,Northeast,24519.83,Year,Y,1,79
Asia,Master's,N,N,65340,Midwest,167627.37,Year,Y,0,19
Asia,Master's,N,N,63,Midwest,122231.2,Year,N,0,44
Asia,High School,Y,N,669,South,94384.2,Year,Y,1,14
Asia,High School,N,N,2657,South,134525.35,Month,Y,1,150
Asia,Master's,N,N,2686,West,71849.58,Year,Y,1,54
Asia,Doctorate,N,N,4196,South,133670.25,Year,N,0,120
Asia,Bachelor's,Y,N,2111,Island,101093.77,Year,Y,0,60
Asia,Master's,Y,N,535,Northeast,132040.39,Year,N,0,25
Asia,Bachelor's,Y,N,1962,South,80565.69,Year,Y,0,23
North America,Master's,Y,N,4979,Northeast,6269.03,Year,Y,0,25
Asia,Bachelor's,N,N,804,Northeast,77794.29,Year,N,1,38
Asia,Bachelor's,Y,N,3172,West,46353.61,Year,Y,0,114
Asia,Master's,Y,N,694,Northeast,48764.13,Year,N,0,42
Africa,Bachelor's,N,N,1070,Northeast,577.8283,Hour,Y,0,28
Asia,Master's,Y,N,2420,Northeast,86266.26,Year,Y,0,151
Asia,High School,N,N,1624,West,205084.59,Year,Y,1,23
Asia,High School,Y,N,189,South,73543.35,Year,Y,1,18
Asia,High School,Y,N,3021,South,93349.31,Year,Y,0,114
Asia,Bachelor's,N,N,3429,Northeast,63246.24,Year,Y,0,17
Asia,Master's,N,Y,4074,Northeast,93176.56,Year,Y,1,11
Asia,Master's,Y,N,3881,South,54279.24,Year,Y,0,27
Asia,Bachelor's,N,N,317,West,58446.05,Year,Y,1,23
Asia,High School,N,N,1481,Midwest,47625.06,Year,Y,1,19
Asia,Doctorate,Y,N,5334,South,49284.93,Year,Y,0,15
Asia,Master's,Y,N,3458,South,29668.82,Year,N,0,26
Asia,Master's,Y,N,26906,West,212882.1,Year,N,0,19
Asia,Master's,Y,N,655,South,55489.38,Year,Y,0,15
Europe,Doctorate,N,N,498,Midwest,28707.16,Year,Y,0,202
Asia,Master's,Y,N,1187,South,110103.98,Week,Y,0,23
Asia,Master's,N,N,1316,South,163789.93,Year,N,0,22
Asia,Bachelor's,N,N,2430,South,148138.59,Year,Y,0,174
North America,Master's,Y,N,2996,South,604.1603,Hour,Y,1,30
Europe,Bachelor's,N,Y,3992,Midwest,85850.98,Year,Y,0,20
Europe,Master's,N,Y,1190,South,150007.14,Year,Y,1,222
Asia,Master's,N,N,5147,Island,5273.63,Year,N,0,23
Asia,Master's,Y,N,1109,Northeast,51356.39,Year,Y,0,20
Asia,High School,N,N,1325,Midwest,83574.18,Year,Y,1,18
Asia,Master's,N,N,3911,South,558.7753,Hour,Y,0,73
Asia,Master's,N,N,1048,South,386.4868,Hour,Y,0,45
North America,Master's,N,N,2008,Northeast,41882.14,Year,Y,0,12
North America,Doctorate,Y,N,184,Midwest,135086.62,Year,Y,0,12
Asia,Master's,N,Y,961,West,195883.8,Year,Y,1,18
South America,High School,Y,N,4153,Island,135250.42,Year,Y,0,13
Asia,Doctorate,N,N,4478,Midwest,102284.9,Year,Y,0,18
Europe,Bachelor's,Y,N,1458,Northeast,63556.94,Year,Y,1,60
Europe,Master's,Y,N,2092,South,24891.13,Year,Y,0,16
Europe,High School,Y,N,231,South,26004.66,Year,Y,1,17
Asia,Master's,Y,N,56351,West,74703.72,Year,Y,0,20
Europe,High School,Y,N,3037,South,39129.88,Year,Y,1,71
North America,Master's,Y,N,924,South,72280.27,Year,Y,0,70
North America,Bachelor's,N,N,85646,South,103341.32,Year,N,0,10
Asia,Bachelor's,N,N,4888,Northeast,113881.29,Year,Y,0,35
North America,Doctorate,N,N,827,Northeast,48218.74,Year,N,0,12
Asia,Master's,Y,N,2705,West,106932.69,Year,Y,0,38
Asia,Bachelor's,N,N,5056,South,176.13,Hour,Y,1,54
Europe,Doctorate,Y,N,1760,South,63108.03,Year,Y,0,26
Asia,Master's,N,N,3709,Midwest,97137.03,Year,Y,0,41
North America,High School,Y,N,349,Northeast,40483.68,Year,Y,0,77
North America,Bachelor's,N,N,3782,Northeast,722.8473,Hour,Y,0,168
Asia,Bachelor's,N,N,1023,Midwest,66392.67,Year,Y,0,11
Asia,Master's,N,N,488,South,87200.56,Year,Y,0,26
Asia,Bachelor's,N,N,744,Northeast,87644.49,Year,Y,0,54
South America,Bachelor's,Y,Y,1287,South,156883.85,Year,Y,0,51
Asia,Bachelor's,Y,N,1451,West,133750.85,Year,Y,0,84
Europe,Bachelor's,N,N,623,Northeast,25419.59,Year,Y,0,16
Asia,Bachelor's,N,N,4353,West,26400.72,Year,Y,0,89
Asia,Bachelor's,Y,N,3345,West,69120.03,Year,Y,1,39
North America,Bachelor's,Y,N,501,Northeast,395.8561,Hour,Y,0,83
Asia,Bachelor's,Y,N,2193,Midwest,230919.67,Year,Y,0,13
Asia,Bachelor's,N,N,3481,Northeast,64130.42,Year,Y,0,154
Asia,Master's,Y,N,95881,Northeast,131406.67,Year,Y,0,51
Asia,Master's,Y,N,42,South,66054.08,Year,N,0,37
Europe,Doctorate,N,N,3958,West,73402.28,Year,Y,0,46
Asia,Master's,Y,N,134,South,99945.0,Year,Y,0,27
North America,Bachelor's,N,N,38,Island,111337.27,Year,Y,1,30
Europe,High School,N,Y,3278,South,204948.39,Year,Y,1,29
North America,Master's,N,N,13686,Midwest,142082.56,Year,Y,0,26
Asia,High School,Y,Y,1180,Northeast,105745.55,Year,Y,1,42
Asia,Master's,Y,N,2903,Midwest,63220.75,Year,Y,0,24
Asia,High School,N,N,769,South,57370.96,Year,Y,0,72
Asia,Master's,N,N,2651,South,47784.26,Year,N,1,50
Europe,Master's,N,N,4841,West,1465.75,Year,Y,0,15
Asia,Master's,Y,Y,2185,South,73126.84,Year,Y,0,18
Europe,High School,Y,N,1684,South,52818.02,Year,Y,1,157
Asia,High School,Y,Y,3717,South,74403.33,Year,Y,1,29
Asia,High School,Y,N,921,South,42212.85,Year,Y,0,20
Europe,Master's,N,N,2081,South,763.908,Hour,Y,1,77
Asia,Bachelor's,Y,Y,344,West,124401.37,Year,Y,0,55
Asia,Bachelor's,Y,N,194,Midwest,101056.54,Year,Y,0,43
Asia,High School,Y,N,4338,West,48562.86,Year,Y,1,15
Asia,Master's,N,N,5339,West,34660.1,Year,Y,1,18
North America,Bachelor's,N,N,506,West,70796.62,Year,Y,0,45
Asia,Bachelor's,Y,N,833,South,77936.78,Year,Y,0,24
Asia,Bachelor's,Y,N,54,West,240.7297,Hour,Y,0,25
Asia,Master's,Y,N,1736,West,113043.16,Year,Y,0,13
Oceania,High School,N,N,605,Northeast,146930.92,Year,Y,0,23
Asia,Bachelor's,N,N,239,Midwest,65589.67,Year,Y,0,19
Asia,Bachelor's,N,N,884,South,26386.26,Year,Y,0,26
Asia,Doctorate,N,N,1299,Midwest,40465.24,Year,Y,0,30
Asia,Master's,Y,N,2089,West,124525.47,Year,Y,0,20
Asia,Bachelor's,N,Y,2230,Northeast,45834.45,Year,N,1,27
Asia,High School,N,Y,3538,Northeast,98692.59,Year,Y,0,20
Asia,Bachelor's,N,N,1842,West,151376.0,Year,Y,0,14
Asia,Master's,Y,N,2434,Northeast,58313.58,Year,Y,0,16
Asia,Bachelor's,Y,N,3558,West,87927.37,Year,Y,0,27
North America,Master's,N,N,2187,Northeast,713.0041,Hour,Y,1,22
Asia,Master's,N,N,181,West,82354.66,Year,Y,1,17
Asia,Bachelor's,N,Y,2638,Northeast,37970.43,Year,Y,1,33
Asia,Bachelor's,N,N,1729,South,59718.56,Year,Y,0,22
Asia,Master's,Y,N,1231,Midwest,59730.91,Year,Y,0,10
Asia,Master's,N,N,256640,West,22939.32,Year,Y,1,152
Asia,Bachelor's,Y,N,4906,South,64642.73,Year,Y,0,23
Asia,Bachelor's,N,N,2634,Midwest,60706.99,Year,Y,1,61
Asia,Master's,Y,N,2768,Northeast,49077.77,Year,Y,0,34
Asia,Bachelor's,N,N,2395,Midwest,91813.1,Year,Y,0,54
Asia,Bachelor's,N,N,2454,Northeast,52381.97,Year,Y,0,109
Asia,Master's,N,N,957,Northeast,50836.89,Year,Y,0,22
Asia,Master's,N,N,3085,Midwest,78514.43,Year,Y,1,13
North America,Master's,N,N,818,West,79494.65,Year,Y,1,39
Asia,Master's,Y,N,4730,Northeast,27634.72,Year,Y,0,176
Asia,Master's,Y,N,2268,South,70297.38,Year,Y,0,28
Asia,Master's,N,N,2084,Midwest,1959.97,Year,N,0,16
North America,Bachelor's,Y,N,4698,South,3683.77,Year,Y,0,24
Asia,Master's,Y,N,5041,West,44474.85,Year,Y,0,29
Asia,Bachelor's,N,N,3074,South,63030.76,Year,Y,1,10
Europe,High School,N,N,64632,Midwest,50483.86,Year,Y,0,32
Asia,Master's,Y,N,27749,South,93627.77,Year,Y,0,20
Asia,Master's,N,N,3847,Northeast,36592.51,Year,Y,0,15
Asia,High School,Y,N,1454,South,74377.42,Year,Y,1,189
Europe,Master's,N,N,917,West,34859.62,Year,Y,0,40
Asia,Master's,Y,N,2909,Midwest,120206.65,Year,Y,0,25
Asia,Bachelor's,Y,N,5068,Northeast,17922.05,Year,N,0,9
Asia,Bachelor's,Y,N,599,South,25364.07,Year,Y,1,14
Africa,Master's,N,N,3819,Northeast,47470.12,Year,Y,0,55
North America,Bachelor's,N,N,1446,Northeast,85496.8,Year,Y,1,21
Asia,Doctorate,Y,N,242,Midwest,33935.88,Year,Y,0,158
Asia,Master's,N,N,1732,South,31005.69,Year,Y,0,32
Asia,Master's,Y,N,2439,West,72586.63,Year,Y,0,170
North America,Master's,Y,N,4039,Northeast,97678.83,Year,Y,1,38
Asia,Master's,N,N,60926,Northeast,139613.54,Year,N,0,11
Asia,Bachelor's,N,N,1331,Midwest,145688.5,Year,Y,1,8
South America,Bachelor's,N,N,281,Midwest,91837.27,Week,Y,1,23
Asia,Master's,Y,N,1903,South,92440.74,Year,Y,0,42
Asia,Master's,Y,N,2223,West,102344.62,Year,Y,0,63
Asia,Master's,N,N,2368,West,126.1176,Hour,Y,0,142
North America,Master's,N,N,2124,Northeast,102.97,Hour,Y,1,15
North America,Bachelor's,Y,N,180,South,49701.68,Year,Y,0,60
Asia,Master's,Y,N,3860,Midwest,169476.56,Year,Y,0,14
Asia,Bachelor's,N,N,1169,West,33869.98,Year,Y,1,26
Asia,Bachelor's,N,N,1065,Midwest,897.158,Hour,Y,0,206
Asia,Doctorate,Y,N,3622,Northeast,53138.63,Year,Y,0,16
Asia,High School,N,N,2118,Midwest,132256.87,Year,Y,0,19
Europe,Doctorate,N,N,5092,West,18855.72,Year,Y,0,13
Asia,Master's,Y,N,2533,West,42631.71,Year,Y,1,16
North America,Master's,Y,N,4658,Northeast,101356.75,Year,Y,1,55
Europe,Bachelor's,N,Y,115700,West,78505.56,Year,Y,0,13
Asia,Master's,Y,N,1957,South,88225.58,Year,Y,0,25
Asia,Master's,Y,N,616,West,41924.85,Year,Y,1,13
Europe,Bachelor's,N,N,23,West,118940.86,Year,Y,1,21
Asia,Master's,N,N,365,Northeast,21385.24,Year,Y,0,35
Europe,Master's,Y,Y,3270,West,76314.51,Year,Y,0,27
Asia,High School,N,N,494,South,113427.01,Year,Y,1,40
Asia,Bachelor's,N,N,1609,South,36390.96,Year,Y,0,13
Asia,Bachelor's,N,N,3491,Northeast,85534.43,Year,Y,0,167
Europe,Doctorate,Y,N,5160,South,48554.06,Year,Y,0,27
Asia,Master's,N,N,4185,Midwest,133470.92,Year,Y,1,18
Europe,Bachelor's,N,Y,4255,West,33336.03,Year,Y,0,13
Asia,Bachelor's,N,N,4242,West,34667.37,Year,Y,1,9
Asia,Master's,N,N,3185,West,99260.93,Year,Y,0,77
Asia,Master's,N,N,3004,Midwest,127890.8,Year,Y,0,25
Asia,Bachelor's,N,N,120442,Northeast,83299.11,Year,N,1,22
Asia,Bachelor's,N,Y,30673,West,47987.13,Year,Y,1,75
North America,High School,N,N,1672,Midwest,83847.99,Year,Y,1,62
Asia,Bachelor's,N,Y,963,South,29872.7,Year,Y,0,52
Asia,High School,Y,N,296,Northeast,58168.86,Year,Y,0,22
Asia,Bachelor's,Y,N,954,Midwest,46529.14,Year,Y,0,21
Asia,Master's,Y,N,1156,Midwest,229819.69,Year,Y,0,31
Asia,Bachelor's,Y,N,3087,South,101799.39,Year,Y,0,23
Europe,Bachelor's,Y,N,571,Northeast,64621.98,Year,Y,0,37
Asia,Master's,Y,N,986,Northeast,3363.9,Year,Y,0,22
Asia,Master's,Y,N,32524,West,39030.61,Year,Y,1,23
Asia,Bachelor's,Y,Y,2414,West,116315.86,Year,Y,0,64
Asia,Bachelor's,Y,N,5087,South,6321.85,Year,Y,1,37
Europe,High School,Y,N,5430,South,15005.35,Year,Y,0,156
Asia,Master's,Y,N,3010,West,99585.73,Year,N,0,27
Asia,Bachelor's,Y,N,1307,West,110193.8,Year,Y,0,27
North America,High School,N,N,1461,Northeast,60056.05,Year,Y,1,24
Asia,Master's,N,N,767,Northeast,156132.16,Year,N,1,30
Asia,Master's,N,N,2169,Midwest,94799.01,Year,Y,1,30
Asia,Doctorate,N,N,3198,South,591.7602,Hour,Y,1,41
Asia,Bachelor's,Y,N,144,South,66773.59,Year,Y,0,17
Asia,Master's,N,N,2315,Northeast,221757.19,Year,N,1,11
Asia,Bachelor's,N,N,40,Northeast,95866.31,Year,Y,1,168
Asia,Bachelor's,Y,N,3175,South,89407.87,Year,Y,1,24
North America,Bachelor's,N,N,1871,Northeast,42081.55,Year,N,1,45
Europe,Doctorate,N,N,963,South,26215.79,Year,Y,0,13
South America,Bachelor's,N,N,558,Midwest,169851.35,Year,Y,0,42
Asia,Master's,N,N,423,South,560.816,Hour,Y,1,10
North America,Bachelor's,N,N,3341,Midwest,15991.49,Year,Y,0,15
North America,Bachelor's,N,N,2393,South,893.5919,Hour,Y,1,17
Asia,Bachelor's,N,N,75,Northeast,128220.69,Year,Y,0,176
Asia,High School,Y,N,3004,Island,69260.25,Year,Y,1,44
Asia,Master's,Y,N,3260,South,97836.17,Year,Y,0,45
Asia,Bachelor's,Y,N,1892,Midwest,87751.88,Year,Y,1,45
Asia,Master's,N,N,1397,Northeast,152367.64,Year,Y,0,74
Asia,Bachelor's,Y,N,255,West,166694.94,Year,Y,1,35
Europe,High School,N,N,435,Midwest,25533.46,Year,Y,0,18
South America,Doctorate,N,Y,516,South,145878.28,Year,Y,0,18
Asia,Bachelor's,Y,N,4178,Midwest,127296.66,Year,Y,1,96
Europe,Master's,N,Y,58,West,14978.83,Year,Y,0,77
Europe,Bachelor's,N,N,2693,West,108154.93,Year,Y,0,126
Asia,Bachelor's,Y,N,3700,Midwest,62766.94,Year,Y,0,168
Asia,Master's,Y,N,4532,West,74022.23,Year,Y,0,38
Asia,Bachelor's,Y,N,1809,West,80375.25,Year,Y,0,15
North America,Bachelor's,Y,N,2480,Northeast,170274.65,Week,Y,1,28
South America,High School,N,N,2873,Northeast,73370.6,Year,Y,1,18
Asia,Bachelor's,N,N,2206,Northeast,34352.49,Year,Y,0,17
Asia,Bachelor's,Y,N,1978,South,67981.68,Year,Y,0,100
North America,Master's,Y,N,4598,Northeast,12728.81,Year,Y,1,154
Asia,Master's,N,N,1484,Northeast,35691.77,Year,Y,1,85
Europe,Doctorate,Y,N,3024,Northeast,30574.11,Year,Y,0,41
Asia,High School,Y,N,3410,West,61533.64,Year,Y,1,19
North America,Master's,Y,N,2945,South,47977.95,Year,N,0,17
Asia,Master's,Y,N,4029,South,68993.22,Year,N,0,17
Asia,Doctorate,N,N,1905,South,285.1525,Hour,Y,1,91
North America,High School,Y,N,1522,South,1648.07,Year,Y,0,29
Asia,Bachelor's,Y,N,3309,Northeast,39941.49,Year,Y,1,19
Asia,High School,N,Y,597,Northeast,94229.0,Year,Y,0,18
Europe,Master's,N,N,2762,West,103795.42,Year,Y,0,24
Asia,Master's,N,N,1666,Midwest,88603.75,Year,N,0,112
Asia,Master's,Y,N,3967,West,36902.54,Year,Y,0,17
Europe,Bachelor's,N,N,29765,Northeast,18685.73,Year,Y,0,18
Asia,Bachelor's,N,Y,4802,West,55035.51,Year,Y,0,46
Asia,Master's,Y,N,197,South,118085.28,Year,N,0,69
Africa,Doctorate,Y,N,17711,Northeast,123440.24,Year,Y,0,153
Africa,Master's,N,N,1760,Midwest,39065.01,Year,Y,0,18
Asia,Bachelor's,Y,N,5025,West,141649.16,Year,Y,0,23
Asia,Bachelor's,Y,Y,3971,South,97151.94,Year,Y,1,34
Oceania,Doctorate,Y,N,398,Midwest,67854.66,Year,Y,0,120
North America,Master's,N,N,4123,Northeast,155201.84,Year,Y,0,34
Asia,Bachelor's,N,N,1566,South,52239.43,Year,Y,0,121
North America,Master's,N,N,4719,West,47407.67,Year,Y,1,46
Europe,Master's,Y,N,5321,West,105748.85,Year,Y,0,22
North America,Bachelor's,Y,Y,4490,South,121327.42,Year,Y,0,53
North America,High School,Y,Y,2882,West,3867.25,Year,Y,0,44
Asia,Bachelor's,Y,N,1229,Northeast,115000.96,Year,Y,0,27
Asia,Bachelor's,Y,N,3597,West,25850.38,Year,Y,1,9
North America,Master's,N,N,2146,South,164835.0,Year,N,0,16
Asia,Bachelor's,N,N,258,South,83907.43,Year,Y,0,25
Asia,Doctorate,Y,N,1091,Northeast,75842.94,Year,Y,0,173
Asia,Bachelor's,Y,N,2176,Midwest,59807.32,Year,Y,0,10
Europe,Bachelor's,N,N,4068,Northeast,15162.67,Year,Y,0,76
Asia,Master's,Y,N,995,Northeast,173345.71,Year,N,0,35
Asia,Bachelor's,N,N,4400,Northeast,49959.29,Year,Y,1,10
Asia,High School,N,N,2259,Midwest,114808.95,Year,Y,0,25
North America,High School,Y,N,24,Northeast,58767.2,Year,N,0,16
Asia,Master's,Y,N,3108,West,5530.29,Year,Y,0,219
Asia,High School,Y,N,538,Northeast,176536.63,Year,N,1,18
